,Pheno.MimNumber,value,Tissue,Disease,Gene Symbols,Gene.MimNumber,Cyto Location,Gtex_Tissue
2725,600462,25.97,Skeletal Muscle,"MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 1; MLASA1","PUS1, MLASA1",608109,12q24.33,Muscle
2726,600496,25.95,Pancreatic Islets,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3; MODY3","HNF1A, TCF1, MODY3, IDDM20",142410,12q24.31,Pancreas
2727,600496,8.31,Heart,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3; MODY3","HNF1A, TCF1, MODY3, IDDM20",142410,12q24.31,Heart
2728,600496,10.36,ADIPOCYTE,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3; MODY3","HNF1A, TCF1, MODY3, IDDM20",142410,12q24.31,Adipose Tissue
2729,600496,16.43,Pancreas,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3; MODY3","HNF1A, TCF1, MODY3, IDDM20",142410,12q24.31,Pancreas
2730,600501,17.54,skin,ABCD SYNDROME; ABCDS,"EDNRB, HSCR2, ABCDS, WS4A",131244,13q22.3,Skin
2731,600501,8.45,leukemia lymphoblastic,ABCD SYNDROME; ABCDS,"EDNRB, HSCR2, ABCDS, WS4A",131244,13q22.3,
2732,600501,16.95,Lung,ABCD SYNDROME; ABCDS,"EDNRB, HSCR2, ABCDS, WS4A",131244,13q22.3,Lung
2733,600501,15.98,bone marrow,ABCD SYNDROME; ABCDS,"EDNRB, HSCR2, ABCDS, WS4A",131244,13q22.3,Bone Marrow
2734,600513,50.05,Temporal Lobe,"EPILEPSY, NOCTURNAL FRONTAL LOBE, 1; ENFL1","CHRNA4, ENFL1",118504,20q13.33,Brain
2735,600513,8.7,Prefrontal Cortex,"EPILEPSY, NOCTURNAL FRONTAL LOBE, 1; ENFL1","CHRNA4, ENFL1",118504,20q13.33,Brain
2736,600649,11.04,skin,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE","CPT2, IIAE4",600650,1p32.3,Skin
2737,600649,11.86,Heart,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE","CPT2, IIAE4",600650,1p32.3,Heart
2738,600649,32.62,Liver,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE","CPT2, IIAE4",600650,1p32.3,Liver
2739,600649,20.41,Skeletal Muscle,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE","CPT2, IIAE4",600650,1p32.3,Muscle
2740,600652,34.53,cerebellum,"DEAFNESS, AUTOSOMAL DOMINANT 4A; DFNA4A","MYH14, KIAA2034, DFNA4A, PNMHH",608568,19q13.33,Brain
2741,600652,9.23,Heart,"DEAFNESS, AUTOSOMAL DOMINANT 4A; DFNA4A","MYH14, KIAA2034, DFNA4A, PNMHH",608568,19q13.33,Heart
2742,600652,11.53,kidney,"DEAFNESS, AUTOSOMAL DOMINANT 4A; DFNA4A","MYH14, KIAA2034, DFNA4A, PNMHH",608568,19q13.33,Kidney
2743,600652,12.35,skin,"DEAFNESS, AUTOSOMAL DOMINANT 4A; DFNA4A","MYH14, KIAA2034, DFNA4A, PNMHH",608568,19q13.33,Skin
2744,600652,32.36,thymus,"DEAFNESS, AUTOSOMAL DOMINANT 4A; DFNA4A","MYH14, KIAA2034, DFNA4A, PNMHH",608568,19q13.33,
2745,600794,16.87,Skeletal Muscle,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VA; HMN5A","BSCL2, SPG17, HMN5, PELD",606158,11q12.3,Muscle
2746,600794,16.87,Skeletal Muscle,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VA; HMN5A","GARS, SMAD1, CMT2D, HMN5",600287,7p14.3,Muscle
2747,600794,40.85,spinal cord,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VA; HMN5A","BSCL2, SPG17, HMN5, PELD",606158,11q12.3,Brain
2748,600794,40.85,spinal cord,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VA; HMN5A","GARS, SMAD1, CMT2D, HMN5",600287,7p14.3,Brain
2749,600802,18.65,bone marrow,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-NEGATIVE","JAK3, JAKL",600173,19p13.11,Bone Marrow
2750,600802,29.87,B cells,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-NEGATIVE","JAK3, JAKL",600173,19p13.11,Blood
2751,600802,10.53,NK Cells,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-NEGATIVE","JAK3, JAKL",600173,19p13.11,Blood
2752,600802,9.96,thymus,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-NEGATIVE","JAK3, JAKL",600173,19p13.11,
2753,600858,39.18,Cardiac Myocytes,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 6; CMH6","PRKAG2, WPWS, CMH6",602743,7q36.1,Heart
2754,600858,42.24,Heart,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 6; CMH6","PRKAG2, WPWS, CMH6",602743,7q36.1,Heart
2755,600858,15.31,Skeletal Muscle,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 6; CMH6","PRKAG2, WPWS, CMH6",602743,7q36.1,Muscle
2756,600886,9.58,bone marrow,HYPERFERRITINEMIA WITH OR WITHOUT CATARACT; HRFTC,"FTL, NBIA3, LFTD",134790,19q13.33,Bone Marrow
2757,600886,29.42,fetal liver,HYPERFERRITINEMIA WITH OR WITHOUT CATARACT; HRFTC,"FTL, NBIA3, LFTD",134790,19q13.33,
2758,600886,10.03,Monocytes,HYPERFERRITINEMIA WITH OR WITHOUT CATARACT; HRFTC,"FTL, NBIA3, LFTD",134790,19q13.33,Blood
2759,600886,46.32,Liver,HYPERFERRITINEMIA WITH OR WITHOUT CATARACT; HRFTC,"FTL, NBIA3, LFTD",134790,19q13.33,Liver
2760,600919,15.79,atrioventricular node,"CARDIAC ARRHYTHMIA, ANKYRIN-B-RELATED","ANK2, LQT4",106410,4q25-q26,Nerve
2761,600919,52.07,Heart,"CARDIAC ARRHYTHMIA, ANKYRIN-B-RELATED","ANK2, LQT4",106410,4q25-q26,Heart
2762,600919,18.98,Cardiac Myocytes,"CARDIAC ARRHYTHMIA, ANKYRIN-B-RELATED","ANK2, LQT4",106410,4q25-q26,Heart
2763,600962,10.07,testis,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC; NEPPK","KRT1, EPPK, NEPPK, EHK",139350,12q13.13,Testis
2764,600962,35.8,skin,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC; NEPPK","KRT1, EPPK, NEPPK, EHK",139350,12q13.13,Skin
2765,600962,10.75,PLACENTA,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC; NEPPK","KRT1, EPPK, NEPPK, EHK",139350,12q13.13,
2766,600995,27.51,Adrenal Cortex,"NEPHROTIC SYNDROME, TYPE 2; NPHS2","PDCN, NPHS2, SRN1",604766,1q25.2,Adrenal Gland
2767,600995,53.51,kidney,"NEPHROTIC SYNDROME, TYPE 2; NPHS2","PDCN, NPHS2, SRN1",604766,1q25.2,Kidney
2768,600996,67.57,Heart,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 2; ARVD2","RYR2, VTSIP, ARVD2, ARVC2",180902,1q43,Heart
2769,600996,15.84,Cardiac Myocytes,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 2; ARVD2","RYR2, VTSIP, ARVD2, ARVC2",180902,1q43,Heart
2770,601001,10.58,TONGUE,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1; EBSB1",KRT14,148066,17q21.2,
2771,601001,10.58,TONGUE,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1; EBSB1","KRT5, DDD1",148040,12q13.13,
2772,601001,10.52,Temporal Lobe,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1; EBSB1",KRT14,148066,17q21.2,Brain
2773,601001,10.52,Temporal Lobe,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1; EBSB1","KRT5, DDD1",148040,12q13.13,Brain
2774,601001,46.96,skin,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1; EBSB1",KRT14,148066,17q21.2,Skin
2775,601001,46.96,skin,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1; EBSB1","KRT5, DDD1",148040,12q13.13,Skin
2776,601001,13.62,Skeletal Muscle,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1; EBSB1",KRT14,148066,17q21.2,Muscle
2777,601001,13.62,Skeletal Muscle,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1; EBSB1","KRT5, DDD1",148040,12q13.13,Muscle
2778,601003,11.31,spinal cord,BRODY MYOPATHY,"ATP2A1, SERCA1",108730,16p11.2,Brain
2779,601003,62.45,Skeletal Muscle,BRODY MYOPATHY,"ATP2A1, SERCA1",108730,16p11.2,Muscle
2780,601005,30.3,skin,TIMOTHY SYNDROME; TS,"CACNA1C, CACNL1A1, CCHL1A1, TS",114205,12p13.33,Skin
2781,601005,48.34,Cardiac Myocytes,TIMOTHY SYNDROME; TS,"CACNA1C, CACNL1A1, CCHL1A1, TS",114205,12p13.33,Heart
2782,601005,19.81,Heart,TIMOTHY SYNDROME; TS,"CACNA1C, CACNL1A1, CCHL1A1, TS",114205,12p13.33,Heart
2783,601072,10.93,Whole Brain,"DEAFNESS, AUTOSOMAL RECESSIVE 8; DFNB8","TMPRSS3, ECHOS1, DFNB8, DFNB10",605511,21q22.3,Brain
2784,601072,10.02,TONGUE,"DEAFNESS, AUTOSOMAL RECESSIVE 8; DFNB8","TMPRSS3, ECHOS1, DFNB8, DFNB10",605511,21q22.3,
2785,601072,10.39,Pancreas,"DEAFNESS, AUTOSOMAL RECESSIVE 8; DFNB8","TMPRSS3, ECHOS1, DFNB8, DFNB10",605511,21q22.3,Pancreas
2786,601072,31.74,Trigeminal Ganglion,"DEAFNESS, AUTOSOMAL RECESSIVE 8; DFNB8","TMPRSS3, ECHOS1, DFNB8, DFNB10",605511,21q22.3,Nerve
2787,601072,9.97,Temporal Lobe,"DEAFNESS, AUTOSOMAL RECESSIVE 8; DFNB8","TMPRSS3, ECHOS1, DFNB8, DFNB10",605511,21q22.3,Brain
2788,601098,16.99,spinal cord,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1C; CMT1C","LITAF, CMT1C",603795,16p13.13,Brain
2789,601098,22.06,Skeletal Muscle,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1C; CMT1C","LITAF, CMT1C",603795,16p13.13,Muscle
2790,601098,9.92,dorsal root ganglion,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1C; CMT1C","LITAF, CMT1C",603795,16p13.13,Brain
2791,601104,20.1,globus pallidus,"SUPRANUCLEAR PALSY, PROGRESSIVE, 1; PSNP1","MAPT, MTBT1, DDPAC, MSTD",157140,17q21.31,Brain
2792,601104,8.92,Pons,"SUPRANUCLEAR PALSY, PROGRESSIVE, 1; PSNP1","MAPT, MTBT1, DDPAC, MSTD",157140,17q21.31,Brain
2793,601104,18.51,subthalamic nucleus,"SUPRANUCLEAR PALSY, PROGRESSIVE, 1; PSNP1","MAPT, MTBT1, DDPAC, MSTD",157140,17q21.31,Brain
2794,601104,9.3,caudate nucleus,"SUPRANUCLEAR PALSY, PROGRESSIVE, 1; PSNP1","MAPT, MTBT1, DDPAC, MSTD",157140,17q21.31,Brain
2795,601214,38.8,skin,NAXOS DISEASE; NXD,"JUP, DP3, PDGB, ARVD12",173325,17q21.2,Skin
2796,601214,43.5,Heart,NAXOS DISEASE; NXD,"JUP, DP3, PDGB, ARVD12",173325,17q21.2,Heart
2797,601214,17.69,Cardiac Myocytes,NAXOS DISEASE; NXD,"JUP, DP3, PDGB, ARVD12",173325,17q21.2,Heart
2798,601287,71.52,Skeletal Muscle,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2F; LGMD2F","SGCD, SGD, LGMD2F, CMD1L",601411,5q33.2-q33.3,Muscle
2799,601382,23.75,Skeletal Muscle,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B1; CMT4B1","MTMR2, CMT4B1",603557,11q21,Muscle
2800,601382,8.15,dorsal root ganglion,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B1; CMT4B1","MTMR2, CMT4B1",603557,11q21,Brain
2801,601382,21.71,spinal cord,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B1; CMT4B1","MTMR2, CMT4B1",603557,11q21,Brain
2802,601399,34.4,bone marrow,"PLATELET DISORDER, FAMILIAL, WITH ASSOCIATED MYELOID MALIGNANCY; FPDMM","RUNX1, CBFA2, AML1",151385,21q22.12,Bone Marrow
2803,601399,12.79,kidney,"PLATELET DISORDER, FAMILIAL, WITH ASSOCIATED MYELOID MALIGNANCY; FPDMM","RUNX1, CBFA2, AML1",151385,21q22.12,Kidney
2804,601414,10.57,Skeletal Muscle,RETINITIS PIGMENTOSA 18; RP18,"PRPF3, HPRP3, RP18",607301,1q21.2,Muscle
2805,601419,64.0,Skeletal Muscle,"MYOPATHY, MYOFIBRILLAR, 1; MFM1","DES, CMD1I, MFM1, SCPNK, ARVD7, ARVC7, LGMD2R",125660,2q35,Muscle
2806,601419,10.74,Heart,"MYOPATHY, MYOFIBRILLAR, 1; MFM1","DES, CMD1I, MFM1, SCPNK, ARVD7, ARVC7, LGMD2R",125660,2q35,Heart
2807,601419,9.3,Cardiac Myocytes,"MYOPATHY, MYOFIBRILLAR, 1; MFM1","DES, CMD1I, MFM1, SCPNK, ARVD7, ARVC7, LGMD2R",125660,2q35,Heart
2808,601455,11.22,dorsal root ganglion,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4D; CMT4D","NDRG1, HMSNL, CMT4D",605262,8q24.22,Brain
2809,601455,19.43,spinal cord,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4D; CMT4D","NDRG1, HMSNL, CMT4D",605262,8q24.22,Brain
2810,601455,21.9,Skeletal Muscle,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4D; CMT4D","NDRG1, HMSNL, CMT4D",605262,8q24.22,Muscle
2811,601457,12.92,CD4 T cells,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE",RAG1,179615,11p12,Blood
2812,601457,12.92,CD4 T cells,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE",RAG2,179616,11p12,Blood
2813,601457,16.6,bone marrow,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE",RAG1,179615,11p12,Bone Marrow
2814,601457,16.6,bone marrow,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE",RAG2,179616,11p12,Bone Marrow
2815,601457,11.63,thymus,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE",RAG1,179615,11p12,
2816,601457,11.63,thymus,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE",RAG2,179616,11p12,
2817,601457,22.1,B cells,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE",RAG1,179615,11p12,Blood
2818,601457,22.1,B cells,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE",RAG2,179616,11p12,Blood
2819,601457,8.09,NK Cells,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE",RAG1,179615,11p12,Blood
2820,601457,8.09,NK Cells,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE",RAG2,179616,11p12,Blood
2821,601462,67.86,Skeletal Muscle,"MYASTHENIC SYNDROME, CONGENITAL, 1A, SLOW-CHANNEL; CMS1A","CHRNA1, ACHRD, CMS1B, CMS1A",100690,2q31.1,Muscle
2822,601462,8.9,kidney,"MYASTHENIC SYNDROME, CONGENITAL, 1A, SLOW-CHANNEL; CMS1A","CHRNA1, ACHRD, CMS1B, CMS1A",100690,2q31.1,Kidney
2823,601472,23.15,Skeletal Muscle,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2D; CMT2D","GARS, SMAD1, CMT2D, HMN5",600287,7p14.3,Muscle
2824,601472,11.1,dorsal root ganglion,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2D; CMT2D","GARS, SMAD1, CMT2D, HMN5",600287,7p14.3,Brain
2825,601472,18.94,spinal cord,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2D; CMT2D","GARS, SMAD1, CMT2D, HMN5",600287,7p14.3,Brain
2826,601539,11.83,skin,PEROXISOME BIOGENESIS DISORDER 1B; PBD1B,"PEX1, ZWS1, PBD1A, PBD1B, HMLR1",602136,7q21.2,Skin
2827,601539,18.04,Liver,PEROXISOME BIOGENESIS DISORDER 1B; PBD1B,"PEX1, ZWS1, PBD1A, PBD1B, HMLR1",602136,7q21.2,Liver
2828,601539,28.87,Ovary,PEROXISOME BIOGENESIS DISORDER 1B; PBD1B,"PEX1, ZWS1, PBD1A, PBD1B, HMLR1",602136,7q21.2,Ovary
2829,601544,12.35,skin,"DEAFNESS, AUTOSOMAL DOMINANT 3A; DFNA3A","GJB2, CX26, DFNB1A, PPK, DFNA3A, KID, HID",121011,13q12.11,Skin
2830,601544,34.53,cerebellum,"DEAFNESS, AUTOSOMAL DOMINANT 3A; DFNA3A","GJB2, CX26, DFNB1A, PPK, DFNA3A, KID, HID",121011,13q12.11,Brain
2831,601544,32.36,thymus,"DEAFNESS, AUTOSOMAL DOMINANT 3A; DFNA3A","GJB2, CX26, DFNB1A, PPK, DFNA3A, KID, HID",121011,13q12.11,
2832,601544,9.23,Heart,"DEAFNESS, AUTOSOMAL DOMINANT 3A; DFNA3A","GJB2, CX26, DFNB1A, PPK, DFNA3A, KID, HID",121011,13q12.11,Heart
2833,601544,11.53,kidney,"DEAFNESS, AUTOSOMAL DOMINANT 3A; DFNA3A","GJB2, CX26, DFNB1A, PPK, DFNA3A, KID, HID",121011,13q12.11,Kidney
2834,601553,48.44,skin,"HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY; HJMD","CDH3, CDHP, PCAD, HJMD",114021,16q22.1,Skin
2835,601553,9.28,TONGUE,"HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY; HJMD","CDH3, CDHP, PCAD, HJMD",114021,16q22.1,
2836,601559,10.91,skin,STUVE-WIEDEMANN SYNDROME,"LIFR, STWS, SWS, SJS2",151443,5p13.1,Skin
2837,601559,14.58,bone marrow,STUVE-WIEDEMANN SYNDROME,"LIFR, STWS, SWS, SJS2",151443,5p13.1,Bone Marrow
2838,601559,8.06,spinal cord,STUVE-WIEDEMANN SYNDROME,"LIFR, STWS, SWS, SJS2",151443,5p13.1,Brain
2839,601559,11.09,Monocytes,STUVE-WIEDEMANN SYNDROME,"LIFR, STWS, SWS, SJS2",151443,5p13.1,Blood
2840,601665,22.5,ADIPOCYTE,OBESITY,MC4R,155541,18q21.32,Adipose Tissue
2841,601665,22.5,ADIPOCYTE,OBESITY,"NR0B2, SHP",604630,1p36.11,Adipose Tissue
2842,601665,22.5,ADIPOCYTE,OBESITY,"PPARG, PPARG1, PPARG2, CIMT1, GLM1",601487,3p25.2,Adipose Tissue
2843,601665,22.5,ADIPOCYTE,OBESITY,SIM1,603128,6q16.3,Adipose Tissue
2844,601665,22.5,ADIPOCYTE,OBESITY,"CARTPT, CART",602606,5q13.2,Adipose Tissue
2845,601665,22.5,ADIPOCYTE,OBESITY,"SDC3, SYND3, SDCN",186357,1p35.2,Adipose Tissue
2846,601665,22.5,ADIPOCYTE,OBESITY,"POMC, OBAIRH",176830,2p23.3,Adipose Tissue
2847,601665,22.5,ADIPOCYTE,OBESITY,"AGRP, ART, AGRT",602311,16q22.1,Adipose Tissue
2848,601665,22.5,ADIPOCYTE,OBESITY,UCP3,602044,11q13.4,Adipose Tissue
2849,601665,22.5,ADIPOCYTE,OBESITY,ADRB2,109690,5q32,Adipose Tissue
2850,601665,22.5,ADIPOCYTE,OBESITY,ADRB3,109691,8p11.23,Adipose Tissue
2851,601665,22.5,ADIPOCYTE,OBESITY,"ENPP1, PDNP1, NPPS, M6S1, PCA1, ARHR2, COLED",173335,6q23.2,Adipose Tissue
2852,601665,22.5,ADIPOCYTE,OBESITY,GHRL,605353,3p25.3,Adipose Tissue
2853,601665,22.5,ADIPOCYTE,OBESITY,UCP1,113730,4q31.1,Adipose Tissue
2854,601665,22.5,ADIPOCYTE,OBESITY,"PPARGC1B, PGC1B, PERC",608886,5q32,Adipose Tissue
2855,601665,8.45,Hypothalamus,OBESITY,MC4R,155541,18q21.32,Brain
2856,601665,8.45,Hypothalamus,OBESITY,"NR0B2, SHP",604630,1p36.11,Brain
2857,601665,8.45,Hypothalamus,OBESITY,"PPARG, PPARG1, PPARG2, CIMT1, GLM1",601487,3p25.2,Brain
2858,601665,8.45,Hypothalamus,OBESITY,SIM1,603128,6q16.3,Brain
2859,601665,8.45,Hypothalamus,OBESITY,"CARTPT, CART",602606,5q13.2,Brain
2860,601665,8.45,Hypothalamus,OBESITY,"SDC3, SYND3, SDCN",186357,1p35.2,Brain
2861,601665,8.45,Hypothalamus,OBESITY,"POMC, OBAIRH",176830,2p23.3,Brain
2862,601665,8.45,Hypothalamus,OBESITY,"AGRP, ART, AGRT",602311,16q22.1,Brain
2863,601665,8.45,Hypothalamus,OBESITY,UCP3,602044,11q13.4,Brain
2864,601665,8.45,Hypothalamus,OBESITY,ADRB2,109690,5q32,Brain
2865,601665,8.45,Hypothalamus,OBESITY,ADRB3,109691,8p11.23,Brain
2866,601665,8.45,Hypothalamus,OBESITY,"ENPP1, PDNP1, NPPS, M6S1, PCA1, ARHR2, COLED",173335,6q23.2,Brain
2867,601665,8.45,Hypothalamus,OBESITY,GHRL,605353,3p25.3,Brain
2868,601665,8.45,Hypothalamus,OBESITY,UCP1,113730,4q31.1,Brain
2869,601665,8.45,Hypothalamus,OBESITY,"PPARGC1B, PGC1B, PERC",608886,5q32,Brain
2870,601665,8.67,Heart,OBESITY,MC4R,155541,18q21.32,Heart
2871,601665,8.67,Heart,OBESITY,"NR0B2, SHP",604630,1p36.11,Heart
2872,601665,8.67,Heart,OBESITY,"PPARG, PPARG1, PPARG2, CIMT1, GLM1",601487,3p25.2,Heart
2873,601665,8.67,Heart,OBESITY,SIM1,603128,6q16.3,Heart
2874,601665,8.67,Heart,OBESITY,"CARTPT, CART",602606,5q13.2,Heart
2875,601665,8.67,Heart,OBESITY,"SDC3, SYND3, SDCN",186357,1p35.2,Heart
2876,601665,8.67,Heart,OBESITY,"POMC, OBAIRH",176830,2p23.3,Heart
2877,601665,8.67,Heart,OBESITY,"AGRP, ART, AGRT",602311,16q22.1,Heart
2878,601665,8.67,Heart,OBESITY,UCP3,602044,11q13.4,Heart
2879,601665,8.67,Heart,OBESITY,ADRB2,109690,5q32,Heart
2880,601665,8.67,Heart,OBESITY,ADRB3,109691,8p11.23,Heart
2881,601665,8.67,Heart,OBESITY,"ENPP1, PDNP1, NPPS, M6S1, PCA1, ARHR2, COLED",173335,6q23.2,Heart
2882,601665,8.67,Heart,OBESITY,GHRL,605353,3p25.3,Heart
2883,601665,8.67,Heart,OBESITY,UCP1,113730,4q31.1,Heart
2884,601665,8.67,Heart,OBESITY,"PPARGC1B, PGC1B, PERC",608886,5q32,Heart
2885,601675,62.55,skin,"TRICHOTHIODYSTROPHY 1, PHOTOSENSITIVE; TTD1","ERCC2, EM9, XPD, COFS2, TTD1",126340,19q13.32,Skin
2886,601680,19.5,Skeletal Muscle,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","TNNI2, AMCD2B, DA2B, FSSV",191043,11p15.5,Muscle
2887,601680,19.5,Skeletal Muscle,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","MYH3, DA2A, DA2B, DA8",160720,17p13.1,Muscle
2888,601680,19.5,Skeletal Muscle,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","TNNT3, AMCD2B, DA2B, FSSV",600692,11p15.5,Muscle
2889,601680,19.5,Skeletal Muscle,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","TPM2, TMSB, AMCD1, DA1, DA2B, NEM4",190990,9p13.3,Muscle
2890,601680,8.29,cerebellum,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","TNNI2, AMCD2B, DA2B, FSSV",191043,11p15.5,Brain
2891,601680,8.29,cerebellum,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","MYH3, DA2A, DA2B, DA8",160720,17p13.1,Brain
2892,601680,8.29,cerebellum,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","TNNT3, AMCD2B, DA2B, FSSV",600692,11p15.5,Brain
2893,601680,8.29,cerebellum,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","TPM2, TMSB, AMCD1, DA1, DA2B, NEM4",190990,9p13.3,Brain
2894,601680,9.28,Uterus,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","TNNI2, AMCD2B, DA2B, FSSV",191043,11p15.5,Uterus
2895,601680,9.28,Uterus,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","MYH3, DA2A, DA2B, DA8",160720,17p13.1,Uterus
2896,601680,9.28,Uterus,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","TNNT3, AMCD2B, DA2B, FSSV",600692,11p15.5,Uterus
2897,601680,9.28,Uterus,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","TPM2, TMSB, AMCD1, DA1, DA2B, NEM4",190990,9p13.3,Uterus
2898,601680,22.95,spinal cord,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","TNNI2, AMCD2B, DA2B, FSSV",191043,11p15.5,Brain
2899,601680,22.95,spinal cord,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","MYH3, DA2A, DA2B, DA8",160720,17p13.1,Brain
2900,601680,22.95,spinal cord,"ARTHROGRYPOSIS, DISTAL, TYPE 2B; DA2B","TNNT3, AMCD2B, DA2B, FSSV",600692,11p15.5,Brain
